PLAYER_ID,RANK,PLAYER,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
203482,150,Kelly Olynyk,BOS,75,20.5,3.5,6.8,0.512,0.9,2.6,0.354,1.2,1.6,0.732,1,3.8,4.8,2,0.59,0.39,1.28,9,11.8
202323,151,Evan Turner,POR,65,25.5,3.6,8.5,0.426,0.5,1.8,0.263,1.3,1.6,0.825,0.6,3.2,3.8,3.2,0.82,0.37,1.54,9,10.5
203926,152,Doug McDermott,OKC,66,22.8,3.4,7.5,0.447,1.2,3.2,0.37,1.1,1.3,0.845,0.3,2.4,2.7,0.9,0.2,0.08,0.58,9,7.9
203210,153,JaMychal Green,MEM,77,27.3,3.2,6.5,0.5,0.7,1.9,0.379,1.7,2.2,0.802,2.2,4.9,7.1,1.1,0.61,0.44,1.22,8.9,13.3
201960,154,DeMarre Carroll,TOR,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.2,1.6,0.761,0.9,2.9,3.8,1,1.13,0.38,0.75,8.9,9.5
202329,155,Al-Farouq Aminu,POR,61,29.1,3,7.6,0.393,1.1,3.5,0.33,1.6,2.2,0.706,1.3,6.1,7.4,1.6,0.98,0.72,1.54,8.7,12.6
201578,156,Marreese Speights,LAC,82,15.7,3,6.7,0.445,1.3,3.4,0.372,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.28,0.5,0.84,8.7,10
1626178,157,Rondae Hollis-Jefferson,BKN,78,22.6,3,6.9,0.434,0.2,0.9,0.224,2.4,3.2,0.751,1.2,4.6,5.8,2,1.05,0.56,1.49,8.7,11.8
203503,158,Tony Snell,MIL,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.69,0.18,0.69,8.5,9.2
101145,159,Monta Ellis,IND,74,27,3.3,7.5,0.443,0.6,1.8,0.319,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.05,0.36,1.82,8.5,9.4
201167,160,Arron Afflalo,SAC,61,25.9,3,6.9,0.44,1,2.5,0.411,1.4,1.5,0.892,0.1,1.9,2,1.3,0.34,0.1,0.69,8.4,7.5
1626181,161,Norman Powell,TOR,76,18,3,6.7,0.449,0.7,2.3,0.324,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.68,0.18,0.92,8.4,7.5
203584,162,Troy Daniels,MEM,67,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.06,0.67,8.2,5.3
1626195,163,Willy Hernangomez,NYK,72,18.4,3.4,6.5,0.529,0.1,0.2,0.267,1.3,1.7,0.728,2.4,4.6,7,1.3,0.57,0.5,1.39,8.2,12.6
1626161,164,Willie Cauley-Stein,SAC,75,18.9,3.4,6.4,0.53,0,0,0,1.3,2,0.669,1.1,3.4,4.5,1.1,0.71,0.59,0.92,8.1,10.4
203463,165,Ben McLemore,SAC,61,19.3,3,6.9,0.43,1.1,2.8,0.382,1.1,1.5,0.753,0.3,1.8,2.1,0.8,0.48,0.1,1.02,8.1,6.3
2744,166,Al Jefferson,IND,66,14.1,3.6,7.1,0.499,0,0,0,1,1.3,0.765,1.1,3.1,4.2,0.9,0.29,0.24,0.5,8.1,9.3
202684,167,Tristan Thompson,CLE,78,29.9,3.4,5.6,0.6,0,0,0,1.4,2.7,0.498,3.7,5.5,9.2,1,0.5,1.08,0.82,8.1,15.4
1713,168,Vince Carter,MEM,73,24.7,2.6,6.7,0.394,1.5,4.1,0.378,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.82,0.49,0.68,8,9.2
203458,169,Alex Len,PHX,77,20.3,3,6,0.497,0,0.2,0.25,1.9,2.7,0.721,2,4.6,6.6,0.6,0.49,1.27,1.32,8,11.8
204038,170,Langston Galloway,SAC,74,20.2,2.8,7.4,0.38,1.6,4.2,0.39,0.7,0.9,0.797,0.4,1.7,2.1,1.3,0.62,0.08,0.62,7.9,6.6
201571,171,D.J. Augustin,ORL,78,19.7,2.5,6.6,0.377,1.2,3.5,0.347,1.7,2.1,0.814,0.2,1.3,1.5,2.7,0.4,0.01,1.15,7.9,6.8
200765,172,Rajon Rondo,CHI,69,26.7,3.3,8.1,0.408,0.7,1.9,0.376,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.43,0.16,2.45,7.8,13.7
200771,173,Sergio Rodriguez,PHI,68,22.3,3.1,7.9,0.392,1.4,3.7,0.365,0.3,0.4,0.667,0.3,2,2.3,5.1,0.72,0.06,1.88,7.8,9.1
202066,174,Garrett Temple,SAC,65,26.6,2.8,6.6,0.424,1.3,3.4,0.373,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.29,0.43,1.2,7.8,9.6
203200,175,Justin Holiday,NYK,82,20,2.8,6.6,0.433,1.2,3.3,0.355,0.8,1,0.825,0.3,2.4,2.7,1.2,0.79,0.38,0.8,7.7,8.1
203521,176,Matthew Dellavedova,MIL,76,26.1,2.7,7,0.39,1,2.8,0.367,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0,1.75,7.6,8.7
2738,177,Andre Iguodala,GSW,76,26.3,2.9,5.5,0.528,0.8,2.3,0.362,0.9,1.3,0.706,0.7,3.3,4,3.4,1,0.51,0.76,7.6,12.8
1938,178,Manu Ginobili,SAS,69,18.7,2.5,6.4,0.39,1.3,3.3,0.392,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.19,0.23,1.39,7.5,8.3
202697,179,Iman Shumpert,CLE,76,25.5,2.6,6.4,0.411,1.2,3.4,0.36,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.82,0.36,1.03,7.5,7.9
1627785,180,Isaiah Whitehead,BKN,73,22.5,2.8,7,0.402,0.6,2,0.295,1.2,1.5,0.805,0.4,2.1,2.5,2.6,0.58,0.49,1.95,7.4,7.2
203915,181,Spencer Dinwiddie,BKN,59,22.6,2.3,5.1,0.444,0.6,1.7,0.376,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.75,0.39,1.12,7.3,9.8
201980,182,Danny Green,SAS,68,26.8,2.6,6.6,0.392,1.7,4.6,0.379,0.4,0.5,0.844,0.5,2.8,3.3,1.8,1.03,0.84,1.12,7.3,9.1
101135,183,David Lee,SAS,79,18.7,3.1,5.3,0.59,0,0,0,1,1.4,0.708,1.9,3.7,5.6,1.6,0.39,0.51,1.04,7.3,11.7
1627755,184,Tyler Ulis,PHX,61,18.4,3,7.2,0.421,0.3,1.3,0.266,0.9,1.2,0.775,0.3,1.2,1.6,3.7,0.79,0.08,1.26,7.3,7.7
200757,185,Thabo Sefolosha,ATL,62,25.7,2.8,6.4,0.441,0.7,1.9,0.342,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.55,0.5,0.94,7.2,10.5
204025,186,Tim Frazier,NOP,65,23.5,2.5,6.2,0.403,0.6,2,0.313,1.5,2,0.76,0.5,2.1,2.7,5.2,0.86,0.09,1.55,7.1,10.2
1626204,187,Larry Nance Jr.,LAL,63,22.9,3,5.7,0.526,0.2,0.6,0.278,0.9,1.3,0.738,1.9,4,5.9,1.5,1.3,0.62,0.89,7.1,12.5
201943,188,Brandon Jennings,WAS,81,22.2,2.4,6.6,0.359,1,3.1,0.313,1.4,1.9,0.75,0.4,2.1,2.4,4.9,0.86,0.05,1.58,7.1,9
2440,189,Matt Barnes,GSW,74,24,2.5,6.4,0.391,1.2,3.6,0.331,0.9,1.2,0.787,0.9,4.2,5.2,2.6,0.65,0.35,1.45,7.1,10.4
1626147,190,Justin Anderson,PHI,75,16.4,2.5,5.9,0.424,0.8,2.6,0.299,1.4,1.7,0.791,0.9,2.3,3.3,0.9,0.55,0.31,0.88,7.1,7.5
201229,191,Anthony Tolliver,SAC,65,22.7,2.4,5.4,0.442,1.4,3.5,0.391,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.52,0.31,0.86,7.1,8.6
204060,192,Joe Ingles,UTA,82,24,2.5,5.5,0.452,1.5,3.4,0.441,0.6,0.8,0.735,0.3,2.9,3.2,2.7,1.17,0.1,1.3,7.1,9.7
203524,193,Solomon Hill,NOP,80,29.7,2.3,6,0.383,1.2,3.4,0.348,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.02,7,8.9
203120,194,Justin Hamilton,BKN,64,18.4,2.7,5.9,0.459,0.9,2.8,0.306,0.6,0.8,0.75,1.1,3,4.1,0.9,0.45,0.67,0.67,6.9,8.9
204456,195,T.J. McConnell,PHI,81,26.3,2.9,6.3,0.461,0.1,0.7,0.2,0.9,1.1,0.811,0.5,2.6,3.1,6.6,1.65,0.12,1.96,6.9,12.8
202335,196,Patrick Patterson,TOR,65,24.6,2.4,5.9,0.401,1.4,3.9,0.372,0.7,0.9,0.717,1,3.6,4.5,1.2,0.62,0.35,0.58,6.8,9.1
203546,197,Ian Clark,GSW,77,14.8,2.7,5.6,0.487,0.8,2.1,0.374,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.51,0.1,0.71,6.8,6.4
1626171,198,Bobby Portis,CHI,64,15.6,2.9,5.9,0.488,0.5,1.5,0.333,0.6,0.9,0.661,1.2,3.5,4.6,0.5,0.25,0.17,0.58,6.8,8.5
201162,199,Jared Dudley,PHX,64,21.3,2.5,5.4,0.454,1.2,3.2,0.379,0.7,1,0.662,0.5,3,3.5,1.9,0.66,0.25,1.14,6.8,8.7
203089,200,John Henson,MIL,58,19.4,2.7,5.3,0.515,0,0,0,1.3,1.8,0.692,1.6,3.5,5.1,1,0.5,1.34,0.9,6.8,10.6
101109,201,Raymond Felton,LAC,80,21.3,2.8,6.4,0.43,0.6,1.8,0.319,0.6,0.8,0.781,0.4,2.3,2.7,2.4,0.83,0.28,1.04,6.7,8.1
2734,202,Devin Harris,DAL,65,16.7,2.1,5.2,0.399,0.9,2.7,0.328,1.6,2,0.829,0.2,1.8,2,2.1,0.66,0.11,0.88,6.7,7.2
203516,203,James Ennis III,MEM,64,23.5,2.3,5,0.455,0.8,2.1,0.372,1.3,1.7,0.782,1.1,3,4,1,0.72,0.3,0.92,6.7,8.7
203939,204,Dwight Powell,DAL,77,17.3,2.5,4.9,0.515,0.3,1,0.284,1.4,1.8,0.759,1.2,2.8,4,0.6,0.79,0.51,0.44,6.7,9.4
200782,205,PJ Tucker,TOR,81,27.6,2.5,6,0.413,0.9,2.4,0.357,0.9,1.1,0.774,1.4,4.4,5.8,1.2,1.43,0.23,0.81,6.7,10.8
201585,206,Kosta Koufos,SAC,71,20,3,5.5,0.551,0,0,0,0.5,0.9,0.613,1.7,4,5.7,0.7,0.51,0.68,0.86,6.6,10.5
203460,207,Andre Roberson,OKC,79,30.1,2.7,5.9,0.464,0.6,2.3,0.245,0.6,1.4,0.423,1.2,3.9,5.1,1,1.19,1,0.65,6.6,10.3
1627759,208,Jaylen Brown,BOS,78,17.2,2.5,5.4,0.455,0.6,1.7,0.343,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.45,0.23,0.87,6.6,6.6
201967,209,Dante Cunningham,NOP,66,25,2.6,5.4,0.485,1.1,2.7,0.392,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.59,0.42,0.42,6.6,9
1626155,210,Sam Dekker,HOU,77,18.4,2.6,5.6,0.473,0.8,2.4,0.321,0.5,0.9,0.559,1.2,2.5,3.7,1,0.49,0.27,0.53,6.5,8.1
101161,211,Amir Johnson,BOS,80,20.1,2.7,4.6,0.576,0.3,0.8,0.409,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.64,0.78,0.96,6.5,10.9
1627789,212,Timothe Luwawu-Cabarrot,PHI,69,17.2,2.1,5.2,0.402,0.7,2.3,0.311,1.5,1.8,0.854,0.4,1.8,2.2,1.1,0.46,0.14,1.06,6.4,5.9
203141,213,Mirza Teletovic,MIL,70,16.2,2.2,6,0.373,1.5,4.4,0.341,0.5,0.6,0.778,0.2,2.2,2.3,0.7,0.17,0.19,0.53,6.4,5.4
203585,214,Rodney McGruder,MIA,78,25.2,2.4,5.9,0.413,0.9,2.8,0.332,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.59,0.23,0.72,6.4,7.5
1626162,215,Kelly Oubre Jr.,WAS,79,20.3,2.4,5.6,0.421,0.7,2.4,0.287,0.9,1.3,0.758,0.8,2.5,3.3,0.6,0.73,0.22,0.63,6.3,7
203124,216,Kyle O'Quinn,NYK,79,15.6,2.7,5.2,0.521,0,0.2,0.118,0.8,1.1,0.771,2,3.6,5.6,1.5,0.46,1.32,0.96,6.3,11.4
2571,217,Leandro Barbosa,PHX,67,14.4,2.6,5.9,0.439,0.5,1.5,0.357,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.46,0.12,0.72,6.3,5.5
1627851,218,Mindaugas Kuzminskas,NYK,68,14.9,2.3,5.4,0.428,0.8,2.5,0.321,0.8,1,0.809,0.7,1.2,1.9,1,0.43,0.16,0.75,6.3,5.7
203957,219,Dante Exum,UTA,66,18.6,2.3,5.5,0.427,0.7,2.3,0.295,0.9,1.1,0.795,0.5,1.5,2,1.7,0.32,0.18,1.21,6.2,5.8
203488,220,Mike Muscala,ATL,70,17.7,2.4,4.8,0.504,0.7,1.6,0.418,0.7,0.9,0.766,1.1,2.3,3.4,1.4,0.43,0.59,0.79,6.2,8.6
202357,221,Nemanja Bjelica,MIN,65,18.3,2.3,5.5,0.424,0.9,2.7,0.316,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.62,0.31,0.91,6.2,7.8
1626168,222,Trey Lyles,UTA,71,16.3,2.2,6.2,0.362,0.9,2.9,0.319,0.8,1.1,0.722,0.7,2.6,3.3,1,0.37,0.28,0.9,6.2,6
203613,223,Jonathon Simmons,SAS,78,17.8,2.3,5.4,0.42,0.4,1.3,0.294,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.32,0.97,6.2,6.3
201580,224,JaVale McGee,GSW,77,9.6,2.7,4.1,0.652,0,0,0,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.25,0.87,0.52,6.1,8
2585,225,Zaza Pachulia,GSW,70,18.1,2.3,4.4,0.534,0,0,0,1.4,1.8,0.778,2,3.9,5.9,1.9,0.84,0.47,1.24,6.1,11.5
203922,226,Glenn Robinson III,IND,69,20.7,2.3,4.9,0.467,0.7,1.8,0.392,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.59,0.29,0.54,6.1,7.7
201601,227,Luc Mbah a Moute,LAC,80,22.3,2.4,4.7,0.505,0.5,1.4,0.391,0.7,1.1,0.678,0.6,1.6,2.1,0.5,1.01,0.44,0.57,6.1,6.9
203518,228,Alex Abrines,OKC,68,15.5,2,5,0.393,1.4,3.6,0.381,0.6,0.7,0.898,0.3,1,1.3,0.6,0.54,0.12,0.49,6,4.9
202687,229,Bismack Biyombo,ORL,81,22.1,2.2,4.2,0.528,0,0,0,1.5,2.9,0.534,1.9,5.1,7,0.9,0.31,1.12,1.17,6,10.8
1627734,230,Domantas Sabonis,OKC,81,20.1,2.4,5.9,0.399,0.6,2,0.321,0.5,0.8,0.657,0.6,3,3.6,1,0.48,0.4,1.02,5.9,6.5
1626150,231,Andrew Harrison,MEM,72,20.5,1.6,5,0.325,0.6,2.2,0.276,2.1,2.7,0.763,0.3,1.6,1.9,2.8,0.74,0.29,1.18,5.9,6.4
1626170,232,Jerian Grant,CHI,63,16.3,2,4.8,0.425,0.8,2.1,0.366,1,1.2,0.89,0.3,1.5,1.8,1.9,0.75,0.13,0.7,5.9,6.9
204028,233,Tarik Black,LAL,67,16.3,2.2,4.4,0.51,0,0,0.5,1.2,1.6,0.752,2.1,3,5.1,0.6,0.43,0.66,0.87,5.7,9.1
1627752,234,Taurean Prince,ATL,59,16.6,1.9,4.8,0.4,0.6,1.7,0.324,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.73,0.46,1.03,5.7,6.2
201160,235,Jason Smith,WAS,74,14.4,2.4,4.4,0.529,0.5,1.1,0.474,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.28,0.73,0.78,5.7,7.6
2210,236,Richard Jefferson,CLE,79,20.4,1.9,4.3,0.446,0.8,2.4,0.333,1,1.4,0.741,0.4,2.2,2.6,1,0.33,0.13,0.66,5.7,6.3
1626179,237,Terry Rozier,BOS,74,17.1,2,5.6,0.367,0.8,2.4,0.318,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.61,0.15,0.64,5.5,6.8
203924,238,Jerami Grant,OKC,80,19.1,1.9,4.1,0.463,0.5,1.5,0.371,1.1,1.8,0.612,0.5,2.1,2.6,0.6,0.41,0.99,0.55,5.5,6.5
203086,239,Meyers Leonard,POR,74,16.5,2,5.1,0.386,1,2.9,0.347,0.5,0.5,0.875,0.4,2.8,3.2,1,0.18,0.38,0.47,5.4,6.5
203530,240,Joffrey Lauvergne,CHI,70,14,2.1,4.8,0.44,0.5,1.4,0.337,0.7,1,0.63,1,2.6,3.6,1,0.36,0.09,0.8,5.4,6.5
1627098,241,Malcolm Delaney,ATL,73,17.1,2,5.3,0.374,0.4,1.5,0.236,1,1.3,0.806,0.1,1.5,1.7,2.6,0.53,0.01,1.3,5.4,5.4
203186,242,Willie Reed,MIA,71,14.5,2.3,4,0.568,0,0.1,0.25,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.25,0.66,0.44,5.3,8.5
200751,243,Randy Foye,BKN,69,18.6,1.7,4.7,0.363,1,2.9,0.33,0.8,0.9,0.857,0.1,2.1,2.2,2,0.51,0.13,1.16,5.2,5.7
2733,244,Shaun Livingston,GSW,76,17.7,2.3,4.2,0.547,0,0,0.333,0.6,0.8,0.7,0.4,1.6,2,1.8,0.5,0.26,0.82,5.1,6.8
203473,245,Dewayne Dedmon,SAS,76,17.7,2.1,3.4,0.622,0,0,0,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.49,0.8,0.8,5.1,11
201166,246,Aaron Brooks,IND,65,13.8,1.9,4.6,0.403,0.7,2,0.375,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.38,0.14,1.02,5,4.6
1627823,247,Juan Hernangomez,DEN,62,13.6,1.6,3.6,0.451,0.7,1.8,0.407,0.9,1.2,0.75,0.7,2.3,3,0.5,0.48,0.19,0.5,4.9,6.3
1626209,248,Mario Hezonja,ORL,65,14.8,1.8,5.1,0.355,0.7,2.2,0.299,0.6,0.8,0.8,0.3,1.9,2.2,1,0.46,0.23,0.89,4.9,4.4
203382,249,Aron Baynes,DET,75,15.5,1.9,3.7,0.513,0,0,0,1.1,1.3,0.84,1.5,3,4.4,0.4,0.23,0.52,0.67,4.9,7.8
1626245,250,Cristiano Felicio,CHI,66,15.8,1.9,3.3,0.579,0,0,0,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.38,0.26,0.5,4.8,8.3
202337,251,Luke Babbitt,MIA,68,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.29,0.16,0.37,4.8,4.9
2561,252,David West,GSW,68,12.6,2,3.7,0.536,0,0.1,0.375,0.6,0.8,0.768,0.7,2.3,3,2.2,0.62,0.71,1.15,4.6,8.1
2564,253,Boris Diaw,UTA,73,17.6,2,4.5,0.446,0.3,1.1,0.247,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.25,0.12,1.19,4.6,5.7
201228,254,C.J. Watson,ORL,62,16.6,1.5,4,0.387,0.5,1.7,0.305,0.9,1.1,0.864,0.3,1.2,1.4,1.8,0.69,0.03,0.76,4.5,5.2
201147,255,Corey Brewer,LAL,82,15.6,1.8,4.2,0.422,0.3,1.4,0.229,0.6,0.8,0.735,0.4,1.6,2,1.2,0.74,0.24,0.67,4.5,5.4
202722,256,Davis Bertans,SAS,67,12.1,1.5,3.5,0.44,1,2.6,0.399,0.4,0.5,0.824,0.3,1.1,1.5,0.7,0.3,0.42,0.48,4.5,4.9
203943,257,Noah Vonleh,POR,74,17.1,1.8,3.6,0.481,0.1,0.3,0.35,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.41,0.36,0.86,4.4,7.6
1626169,258,Stanley Johnson,DET,77,17.8,1.7,4.7,0.353,0.6,2,0.292,0.5,0.7,0.679,0.5,2,2.5,1.4,0.73,0.31,0.92,4.4,5.1
1627827,259,Dorian Finney-Smith,DAL,81,20.3,1.5,4.1,0.372,0.7,2.4,0.293,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.64,0.31,0.56,4.3,5.5
1891,260,Jason Terry,MIL,74,18.4,1.4,3.3,0.432,1,2.3,0.427,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.62,0.27,0.49,4.1,5.4
1627775,261,Patrick McCaw,GSW,71,15.1,1.5,3.5,0.433,0.6,1.7,0.333,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.45,0.21,0.51,4,4.5
201973,262,Jonas Jerebko,BOS,78,15.8,1.5,3.4,0.435,0.6,1.7,0.346,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.32,0.22,0.5,3.8,6.2
1627739,263,Kris Dunn,MIN,78,17.1,1.5,4,0.377,0.3,0.9,0.288,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1,0.46,1.14,3.8,5.8
1626145,264,Tyus Jones,MIN,60,12.9,1.3,3,0.414,0.4,1.2,0.356,0.6,0.7,0.767,0.2,1,1.1,2.6,0.8,0.08,0.63,3.5,5.5
203937,265,Kyle Anderson,SAS,72,14.2,1.3,2.9,0.445,0.2,0.6,0.375,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.71,0.36,0.54,3.4,6.3
1626257,266,Salah Mejri,DAL,73,12.4,1.2,1.9,0.642,0,0,0.333,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.44,0.84,0.55,2.9,7
202730,267,Lavoy Allen,IND,61,14.3,1.3,2.8,0.458,0,0,0,0.4,0.5,0.697,1.7,1.9,3.6,0.9,0.3,0.39,0.48,2.9,6
203902,268,Semaj Christon,OKC,64,15.2,1.2,3.5,0.345,0.2,1,0.19,0.3,0.5,0.548,0.3,1.1,1.4,2,0.44,0.11,0.67,2.9,3.6
202325,269,Wesley Johnson,LAC,68,11.9,1.1,2.9,0.365,0.4,1.7,0.246,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.43,0.44,0.26,2.7,4.4
202732,270,DeAndre Liggins,DAL,62,12.5,0.9,2.3,0.387,0.3,0.7,0.37,0.4,0.6,0.625,0.3,1.4,1.7,0.9,0.76,0.23,0.68,2.5,3.7
202332,271,Cole Aldrich,MIN,62,8.6,0.7,1.4,0.523,0,0,0,0.2,0.4,0.682,0.8,1.7,2.5,0.4,0.4,0.37,0.27,1.7,4.4
,,,,,,,,,,,,,,,,,,,,,,,
https://stats.nba.com/leaders/?Season=2016-17&SeasonType=Regular%20Season,,,,,,,,,,,,,,,,,,,,,,,
